Depth,Partial Game States,Duplicate Game States,Dead End States,Solutions,Unique Solutions,Longest Solves (s),Unique Sol Distribution,Color Completion Data,Depth Completion Data
Level,437
Num Vials,14
Num colors,12
Seconds,285.3
Samples,10000
Solver Version,1
Analyzer Version,5
Extra Data Length,50
Max Solution Seconds,4
1,120000,0,0,0,0,4,195,b;1708;2949;755;1097;214;25;38;814;211;564;808;817,0;0;0;0;0;0;0;0;0;0;0;0
2,134152,0,0,0,0,2,181,br;0;0;0;3;273;545;1237;883;2230;1108;1772;1949,0;0;0;0;0;0;0;0;0;0;0;0
3,47081,1376,832,0,0,1,181,g;830;3268;2211;1415;811;280;243;65;161;103;286;327,0;0;0;0;0;0;0;0;0;0;0;0
4,44999,1911,705,0,0,1,182,gn;0;270;2125;934;2055;787;409;916;1294;679;252;279,0;0;0;0;0;0;0;0;0;0;0;0
5,54809,3138,1177,0,0,1,167,lb;0;0;8;1249;862;780;1925;2282;682;822;746;644,0;0;0;0;0;0;0;0;0;0;0;0
6,65826,6945,4037,0,0,1,168,m;485;222;1406;446;1266;1555;463;762;1320;1127;568;380,0;0;0;0;0;0;0;0;0;0;0;0
7,85282,14696,6921,0,0,1,162,o;0;44;157;1938;649;1071;1400;1401;992;857;778;713,0;0;0;0;0;0;0;0;0;0;0;0
8,112187,28963,13950,0,0,1,147,p;0;1;103;49;360;470;1641;986;584;1216;2065;2525,0;0;0;0;0;0;0;0;0;0;0;0
9,157969,48847,26132,0,0,1,153,pk;2172;1519;2052;1572;567;474;271;106;169;320;396;382,1;0;0;0;0;0;0;0;0;0;0;0
10,207682,68842,43616,0,0,1,149,pn;4797;1504;921;264;405;608;225;440;432;161;115;128,0;0;0;0;0;0;0;0;0;0;0;0
11,247700,93074,58970,0,0,1,146,r;8;161;100;386;1273;1993;832;511;862;1812;1212;850,64;0;0;0;0;0;0;0;0;0;0;0
12,264605,108996,63511,0,0,1,143,y;0;62;162;647;1265;1412;1316;834;1063;1231;1002;1006,59;0;0;0;0;0;0;0;0;0;0;0
13,270194,111858,66162,0,0,1,135,,558;0;0;0;0;0;0;0;0;0;0;0
14,250036,95123,64701,0,0,1,119,,1027;38;0;0;0;0;0;0;0;0;0;0
15,218603,79647,56224,0,0,1,133,,1252;174;0;0;0;0;0;0;0;0;0;0
16,196637,71666,52264,0,0,1,142,,998;440;0;0;0;0;0;0;0;0;0;0
17,172302,57590,49583,0,0,1,130,,1154;433;99;0;0;0;0;0;0;0;0;0
18,154054,41722,45136,0,0,1,121,,1285;757;78;0;0;0;0;0;0;0;0;0
19,144672,32526,39840,0,0,1,141,,1129;1267;84;0;0;0;0;0;0;0;0;0
20,129653,26277,34733,0,0,1,124,,847;1489;287;0;0;0;0;0;0;0;0;0
21,111796,18602,30637,0,0,1,124,,587;1214;478;0;0;0;0;0;0;0;0;0
22,106427,14535,29141,0,0,1,120,,520;723;524;126;0;0;0;0;0;0;0;0
23,107753,15715,30005,0,0,1,124,,290;732;594;223;0;0;0;0;0;0;0;0
24,112991,17346,32611,0,0,1,110,,144;744;903;597;1;0;0;0;0;0;0;0
25,109823,20312,31263,0,0,1,122,,59;806;1225;689;3;0;0;0;0;0;0;0
26,87420,19178,22890,0,0,1,121,,19;577;1620;821;35;0;0;0;0;0;0;0
27,61119,11815,13808,0,0,1,111,,6;362;1565;1172;247;10;0;0;0;0;0;0
28,43032,5061,7010,0,0,1,122,,1;173;1278;1546;563;65;0;0;0;0;0;0
29,35609,2019,3669,0,0,1,96,,0;56;734;1619;1045;280;13;0;0;0;0;0
30,32726,1484,2847,0,0,1,98,,0;13;374;1510;1594;730;104;0;0;0;0;0
31,30492,1363,2362,0,0,1,123,,0;2;135;975;1950;1237;322;10;0;0;0;0
32,27728,1281,2099,0,0,1,106,,0;0;20;518;1979;1653;797;53;0;0;0;0
33,24952,1038,1615,0,0,1,88,,0;0;2;166;1405;1958;1358;285;7;0;0;0
34,22248,682,1049,0,0,1,96,,0;0;0;33;810;1809;2010;612;137;0;0;0
35,20718,378,580,0,0,1,103,,0;0;0;5;296;1329;2076;1262;261;1;0;0
36,20421,159,254,0,0,1,109,,0;0;0;0;59;632;1687;1812;576;178;0;0
37,20110,95,100,0,0,1,96,,0;0;0;0;11;224;1005;2257;1152;394;134;0
38,20041,124,42,129,43,1,88,,0;0;0;0;2;60;451;1901;1878;887;320;129
39,19940,189,17,320,146,1,94,,0;0;0;0;0;13;137;1104;2314;1558;698;320
40,18979,344,12,685,370,1,112,,0;0;0;0;0;0;31;511;1939;2194;1343;685
41,16949,505,6,1326,762,1,99,,0;0;0;0;0;0;7;158;1136;2197;2061;1326
42,13338,557,3,2068,1276,1,95,,0;0;0;0;0;0;2;29;457;1540;2205;2068
43,8911,526,1,2214,1374,1,92,,0;0;0;0;0;0;0;3;116;739;1771;2214
44,4780,310,0,1785,1149,1,108,,0;0;0;0;0;0;0;3;23;258;984;1785
45,1980,120,0,986,671,1,94,,0;0;0;0;0;0;0;0;4;42;347;986
46,623,55,0,350,238,1,97,,0;0;0;0;0;0;0;0;0;12;113;350
47,161,11,0,113,91,1,101,,0;0;0;0;0;0;0;0;0;0;21;113
48,27,1,0,21,15,1,82,,0;0;0;0;0;0;0;0;0;0;3;21
49,3,0,0,3,3,1,88,,0;0;0;0;0;0;0;0;0;0;0;3
50,0,0,0,0,0,1,100,,
51,0,0,0,0,0,0,0,0,0

