Depth,Partial Game States,Duplicate Game States,Dead End States,Solutions,Unique Solutions
Level,246
Seconds,170.5
Samples,10
1,180,0,0,0,0
2,101,0,0,0,0
3,43,0,1,0,0
4,40,0,1,0,0
5,34,0,1,0,0
6,33,1,1,0,0
7,28,1,2,0,0
8,28,1,3,0,0
9,64,12,7,0,0
10,58,22,4,0,0
11,84,20,15,0,0
12,117,47,17,0,0
13,203,82,31,0,0
14,309,139,45,0,0
15,452,207,50,0,0
16,648,277,82,0,0
17,934,388,102,0,0
18,1333,512,112,0,0
19,1916,682,145,0,0
20,3140,1046,215,0,0
21,5607,1990,375,0,0
22,10156,3690,579,0,0
23,18615,6947,1128,0,0
24,34251,13393,2084,0,0
25,61972,25345,3755,0,0
26,109131,47623,6516,4,4
27,183337,85233,11363,2,2
28,289160,142902,20725,2,2
29,425002,223091,41183,1,1
30,579340,322820,82715,0,0
31,711298,425136,136751,1,1
32,722108,468327,159685,0,0
33,525799,372308,115013,0,0
34,230279,175571,46260,0,0
35,49781,38972,9981,0,0
36,5052,4074,952,0,0
37,186,157,29,0,0
38,0,0,0,0,0

