Depth,Partial Game States,Duplicate Game States,Dead End States,Solutions,Unique Solutions,Longest Solves (s),Unique Sol Distribution,Color Completion Data,Depth Completion Data
Level,422
Num Vials,11
Num colors,9
Seconds,53.1
Samples,10000
Solver Version,1
Analyzer Version,5
Extra Data Length,35
Max Solution Seconds,1
1,90000,0,0,0,0,1,243,b;3714;3101;1022;768;244;157;182;400;412,0;0;0;0;0;0;0;0;0
2,107678,0,624,0,0,1,211,g;0;0;77;272;837;967;1610;2641;3596,0;0;0;0;0;0;0;0;0
3,49180,1549,0,0,0,1,160,lb;1042;1731;1149;2331;1193;1011;391;526;626,0;0;0;0;0;0;0;0;0
4,42357,586,29,0,0,1,152,m;4167;1913;641;518;1816;624;189;66;66,39;0;0;0;0;0;0;0;0
5,44415,746,723,0,0,1,132,o;275;969;1665;1433;1598;1750;1290;630;390,81;0;0;0;0;0;0;0;0
6,45974,1320,1467,0,0,1,131,p;0;478;1410;435;1244;2578;1346;1406;1103,154;0;0;0;0;0;0;0;0
7,44868,1886,2399,0,0,1,96,pk;516;889;1654;1747;1053;1216;929;1012;984,246;0;0;0;0;0;0;0;0
8,40780,1775,1917,0,0,0,92,pn;16;362;811;1269;1270;1014;2594;1686;978,378;0;0;0;0;0;0;0;0
9,47585,3376,3856,0,0,0,94,r;270;557;1571;1227;745;683;1469;1633;1845,660;0;0;0;0;0;0;0;0
10,49711,5999,5270,0,0,0,100,,745;1;0;0;0;0;0;0;0
11,56132,10409,6869,0,0,0,74,,1392;10;0;0;0;0;0;0;0
12,70141,15389,9746,0,0,0,91,,1520;76;0;0;0;0;0;0;0
13,65624,16123,10052,0,0,0,78,,1523;425;0;0;0;0;0;0;0
14,58085,14257,8122,0,0,0,67,,957;1405;0;0;0;0;0;0;0
15,55856,10911,6432,0,0,0,72,,686;1202;112;0;0;0;0;0;0
16,46790,7402,5264,0,0,0,67,,750;1299;355;0;0;0;0;0;0
17,37159,4063,4429,0,0,0,49,,498;1017;932;0;0;0;0;0;0
18,32929,2449,3373,0,0,0,73,,253;1318;979;60;0;0;0;0;0
19,31971,1512,2543,0,0,0,75,,91;1231;1446;246;0;0;0;0;0
20,32535,1412,2661,0,0,0,55,,21;991;1505;559;21;0;0;0;0
21,29538,1273,2178,0,0,0,59,,6;678;1794;1097;173;0;0;0;0
22,26103,1026,1426,0,0,0,51,,0;286;1568;1956;252;0;0;0;0
23,24777,613,824,0,0,0,52,,0;56;957;2250;610;28;0;0;0
24,23110,326,447,0,0,0,38,,0;4;288;2046;1624;282;13;0;0
25,21692,149,195,0,0,0,46,,0;1;58;1160;2299;1212;110;1;0
26,20346,93,70,0,0,0,51,,0;0;6;465;2439;2113;441;64;0
27,20161,96,52,57,25,0,40,,0;0;0;130;1577;2568;1188;295;57
28,19997,208,36,280,99,0,48,,0;0;0;29;693;2169;2227;868;280
29,19081,322,19,857,265,0,29,,0;0;0;1;251;1112;2765;1917;857
30,16173,490,3,1896,531,0,39,,0;0;0;1;56;411;2043;2685;1896
31,11340,451,0,2707,711,0,41,,0;0;0;0;5;95;907;2384;2707
32,6139,281,0,2390,634,0,36,,0;0;0;0;0;9;258;1243;2390
33,2383,111,0,1266,323,0,44,,0;0;0;0;0;1;41;413;1266
34,687,42,0,415,132,0,36,,0;0;0;0;0;0;6;110;415
35,152,2,0,112,31,0,36,,0;0;0;0;0;0;1;17;112
36,23,1,0,17,5,0,0,,0;0;0;0;0;0;0;3;17
37,3,0,0,3,2,0,0,,0;0;0;0;0;0;0;0;3
38,0,0,0,0,0,0,0,0,0

