Depth,Partial Game States,Duplicate Game States,Dead End States,Solutions,Unique Solutions,Longest Solves (s),Unique Sol Distribution,Color Completion Data,Depth Completion Data
Level,405
Num Vials,14
Num colors,12
Seconds,214.8
Samples,10000
Solver Version,1
Analyzer Version,5
Extra Data Length,50
Max Solution Seconds,2
1,120000,0,0,0,0,2,194,b;4613;1329;1963;614;456;261;72;469;142;40;22;19,0;0;0;0;0;0;0;0;0;0;0;0
2,131502,0,1633,0,0,2,175,br;10;1347;472;740;379;302;744;750;442;1144;1716;1954,0;0;0;0;0;0;0;0;0;0;0;0
3,42568,1186,2122,0,0,1,173,g;0;37;162;583;451;89;180;257;906;1698;2545;3092,0;0;0;0;0;0;0;0;0;0;0;0
4,39076,1920,3194,0,0,1,165,gn;1;20;536;819;1796;1146;1509;921;1123;683;763;683,0;0;0;0;0;0;0;0;0;0;0;0
5,44160,4055,4202,0,0,1,160,lb;513;929;1292;1681;1182;775;962;723;403;439;550;551,0;0;0;0;0;0;0;0;0;0;0;0
6,53094,7021,5841,0,0,1,154,m;0;0;0;1;283;779;859;1030;2763;2029;1298;958,0;0;0;0;0;0;0;0;0;0;0;0
7,90374,10463,17430,0,0,1,155,o;729;737;1644;971;1212;1421;1886;561;134;244;204;257,1;0;0;0;0;0;0;0;0;0;0;0
8,87283,14517,18294,0,0,1,158,p;1346;1747;1116;886;1540;1104;542;670;343;154;276;276,16;0;0;0;0;0;0;0;0;0;0;0
9,97514,22543,20169,0,0,1,146,pk;2348;985;499;393;937;1734;621;919;563;428;376;197,91;0;0;0;0;0;0;0;0;0;0;0
10,143309,45928,31955,0,0,1,142,pn;148;588;1495;1449;1028;1248;1104;742;714;376;568;540,207;0;0;0;0;0;0;0;0;0;0;0
11,152198,49770,34328,0,0,1,143,r;0;317;725;357;581;932;1204;1294;884;1873;1072;761,423;0;0;0;0;0;0;0;0;0;0;0
12,177292,53199,41514,0,0,1,146,y;292;1964;96;1506;155;209;317;1664;1583;892;610;712,748;0;0;0;0;0;0;0;0;0;0;0
13,163917,47699,43568,0,0,1,140,,1985;107;0;0;0;0;0;0;0;0;0;0
14,175335,56820,49334,0,0,1,142,,1661;398;0;0;0;0;0;0;0;0;0;0
15,186432,75313,44629,0,0,1,126,,986;467;0;0;0;0;0;0;0;0;0;0
16,136531,54063,30266,0,0,1,130,,666;431;0;0;0;0;0;0;0;0;0;0
17,114752,37473,28884,0,0,1,122,,382;547;0;0;0;0;0;0;0;0;0;0
18,89124,26171,15719,0,0,1,112,,346;506;0;0;0;0;0;0;0;0;0;0
19,86325,22156,13229,0,0,1,117,,426;258;1;0;0;0;0;0;0;0;0;0
20,94036,24685,17677,0,0,1,119,,639;427;1;0;0;0;0;0;0;0;0;0
21,94689,22871,19931,0,0,1,122,,482;616;75;0;0;0;0;0;0;0;0;0
22,95293,15606,16706,0,0,1,126,,371;518;504;0;0;0;0;0;0;0;0;0
23,85672,12004,21803,0,0,1,121,,275;728;1118;13;0;0;0;0;0;0;0;0
24,67797,9267,18360,0,0,1,116,,157;1533;1079;82;0;0;0;0;0;0;0;0
25,55717,6821,10737,0,0,1,113,,77;1471;957;262;5;0;0;0;0;0;0;0
26,45561,4712,7670,0,0,1,109,,44;1135;1328;830;26;0;0;0;0;0;0;0
27,40130,3059,5623,0,0,1,117,,12;540;1648;1516;114;1;0;0;0;0;0;0
28,34270,1921,4243,0,0,1,116,,4;243;1503;1871;397;6;0;0;0;0;0;0
29,32713,1267,3328,0,0,1,98,,1;58;1021;2075;795;63;0;0;0;0;0;0
30,31479,869,2712,0,0,1,97,,0;14;560;1636;1603;272;3;0;0;0;0;0
31,31568,638,2355,0,0,1,112,,0;3;174;1105;2151;691;38;0;0;0;0;0
32,30414,531,2079,0,0,1,99,,0;0;29;445;2188;1340;187;1;0;0;0;0
33,28123,431,1894,0,0,1,104,,0;0;2;127;1535;2092;593;19;0;0;0;0
34,25982,357,1343,0,0,1,112,,0;0;0;29;727;2177;1439;99;0;0;0;0
35,23907,269,816,0,0,1,105,,0;0;0;6;318;1699;2201;423;30;0;0;0
36,22921,255,553,0,0,1,100,,0;0;0;3;103;958;2288;1092;128;0;0;0
37,21699,225,344,0,0,1,101,,0;0;0;0;26;435;1628;1935;613;3;0;0
38,20488,168,174,0,0,1,93,,0;0;0;0;11;181;909;2425;1419;77;1;0
39,20303,158,93,0,0,1,97,,0;0;0;0;1;57;452;1941;2258;407;52;0
40,20960,195,42,44,34,1,87,,0;0;0;0;0;23;172;1171;2241;1394;261;44
41,21118,324,25,220,156,1,98,,0;0;0;0;0;3;67;547;1665;2244;997;220
42,19916,470,9,947,556,1,100,,0;0;0;0;0;2;19;252;971;2433;1929;947
43,16623,656,4,1924,1139,1,107,,0;0;0;0;0;0;4;79;476;1918;2367;1924
44,11812,659,1,2412,1419,1,98,,0;0;0;0;0;0;0;13;147;989;2246;2412
45,6804,457,0,2278,1357,1,101,,0;0;0;0;0;0;0;3;45;415;1263;2278
46,3140,251,0,1277,797,1,97,,0;0;0;0;0;0;0;0;7;89;648;1277
47,1145,84,1,661,418,1,84,,0;0;0;0;0;0;0;0;0;27;175;661
48,299,22,0,176,111,1,95,,0;0;0;0;0;0;0;0;0;4;53;176
49,69,4,0,53,42,1,94,,0;0;0;0;0;0;0;0;0;0;8;53
50,8,0,0,8,5,1,96,,0;0;0;0;0;0;0;0;0;0;0;8
51,0,0,0,0,0,0,0,0,0

