Depth,Partial Game States,Duplicate Game States,Dead End States,Solutions,Unique Solutions
Level,246
Seconds,164.5
Samples,100
1,1800,0,0,0,0
2,1025,0,2,0,0
3,451,23,8,0,0
4,483,19,26,0,0
5,508,40,29,0,0
6,457,51,51,0,0
7,403,44,58,0,0
8,270,23,28,0,0
9,249,7,5,0,0
10,219,2,4,0,0
11,215,12,13,0,0
12,226,17,7,0,0
13,353,55,16,0,0
14,418,94,31,0,0
15,542,156,39,0,0
16,741,226,56,0,0
17,1090,339,92,0,0
18,1613,515,112,0,0
19,2366,758,170,0,0
20,3797,1258,240,0,0
21,6599,2225,392,0,0
22,12036,4306,755,0,0
23,22204,8526,1286,0,0
24,40157,16131,2304,0,0
25,71202,30434,4191,5,1
26,121507,55256,7810,21,16
27,195153,94286,14598,26,22
28,294924,150612,28606,29,23
29,413900,224240,52410,14,13
30,523791,299595,81035,3,3
31,585255,351724,105099,1,1
32,566793,357160,111707,1,1
33,477929,313896,105289,0,0
34,329416,230920,73853,0,0
35,153466,117139,30212,0,0
36,35850,28096,7174,0,0
37,3162,2499,655,0,0
38,50,41,9,0,0
39,0,0,0,0,0

