Depth,Partial Game States,Duplicate Game States,Dead End States,Solutions,Unique Solutions
Level,241
Seconds,77.6
Samples,10000
1,240000,0,0,0,0
2,133280,0,250,0,0
3,42405,1161,1326,0,0
4,37559,1304,1518,0,0
5,40466,1976,2070,0,0
6,39785,2138,3168,0,0
7,40384,1381,3157,0,0
8,33429,1612,2770,0,0
9,32060,1662,2864,0,0
10,34717,1613,2983,0,0
11,35036,1958,2458,0,0
12,33376,2040,2558,0,0
13,30598,1637,2511,0,0
14,30055,928,1981,0,0
15,26893,513,1836,0,0
16,28856,579,1592,0,0
17,31162,644,1477,0,0
18,30106,702,1784,0,0
19,27600,628,1461,0,0
20,27621,303,976,0,0
21,29602,121,672,0,0
22,28327,62,483,0,0
23,26513,41,371,0,0
24,26410,44,274,0,0
25,26120,42,180,0,0
26,25837,45,132,0,0
27,26363,62,87,0,0
28,26890,46,52,0,0
29,26712,61,51,0,0
30,26543,80,21,0,0
31,26599,107,18,0,0
32,26997,93,5,0,0
33,27137,111,7,0,0
34,27481,137,3,0,0
35,27760,192,1,0,0
36,28240,237,2,0,0
37,28305,356,3,8,0
38,28256,485,4,79,8
39,27558,796,1,391,70
40,25650,974,0,932,317
41,22103,1141,0,1597,878
42,16765,1061,0,1989,1275
43,11287,841,1,1888,1407
44,6748,574,1,1368,1112
45,3544,298,0,946,841
46,1440,116,0,496,452
47,584,62,0,188,179
48,196,13,0,79,74
49,59,6,0,31,31
50,8,0,0,8,8
51,0,0,0,0,0

