Depth,Partial Game States,Duplicate Game States,Dead End States,Solutions,Unique Solutions
Level,246
Seconds,2668.0
Samples,1000
Max Solution Seconds,125.0
1,18000,0,0,0,0
2,10116,0,63,0,0
3,4547,189,97,0,0
4,4920,257,279,0,0
5,4927,343,293,0,0
6,4400,427,651,0,0
7,3574,386,585,0,0
8,2987,304,200,0,0
9,3169,295,115,0,0
10,2649,347,189,0,0
11,2659,344,200,0,0
12,3141,568,303,0,0
13,5184,1251,419,0,0
14,6840,1992,523,0,0
15,8780,2882,671,0,0
16,12603,4072,1065,0,0
17,18332,5941,1448,0,0
18,26583,8379,1928,0,0
19,40951,12789,2810,0,0
20,68690,22251,4526,0,0
21,122877,42005,7738,0,0
22,225599,82084,13376,0,0
23,414882,158091,24316,0,0
24,757901,305362,45091,3,0
25,1350548,584262,81822,50,4
26,2282600,1054560,146431,219,60
27,3624370,1776356,272808,289,115
28,5390788,2801156,527571,242,125
29,7410234,4080096,965217,132,80
30,9192773,5353799,1524951,53,36
31,9935683,6129938,1950539,9,5
32,8930747,5845479,1917507,3,1
33,6290712,4368277,1380318,0,0
34,3196763,2357895,668859,0,0
35,1040558,803319,205229,0,0
36,188990,148888,37363,0,0
37,15432,12272,3104,0,0
38,324,262,62,0,0
39,0,0,0,0,0

