Depth,Partial Game States,Duplicate Game States,Dead End States,Solutions,Unique Solutions,Longest Solves (s),Unique Sol Distribution,Color Completion Data,Depth Completion Data
Level,107
Num Vials,14
Num colors,12
Seconds,201.8
Samples,10000
Solver Version,1
Analyzer Version,5
Extra Data Length,50
Max Solution Seconds,1
1,120000,0,0,0,0,1,194,b;99;250;2179;1155;983;1171;986;761;675;513;587;641,0;0;0;0;0;0;0;0;0;0;0;0
2,145816,0,3176,0,0,1,189,br;1;75;2018;920;1208;1064;857;1151;1042;752;508;404,0;0;0;0;0;0;0;0;0;0;0;0
3,72955,7190,4300,0,0,1,176,dg;0;2014;1346;1403;1043;475;341;393;545;760;784;896,0;0;0;0;0;0;0;0;0;0;0;0
4,79293,17116,8041,0,0,1,173,g;3412;570;824;1385;586;801;631;517;674;419;83;98,0;0;0;0;0;0;0;0;0;0;0;0
5,109417,21010,15745,0,0,1,174,lb;0;0;0;73;853;602;1618;1614;1453;1423;1284;1080,0;0;0;0;0;0;0;0;0;0;0;0
6,125040,36197,18652,0,0,1,165,m;247;94;391;806;1191;1255;938;1251;1037;1042;822;926,0;0;0;0;0;0;0;0;0;0;0;0
7,156193,53798,25893,0,0,1,167,o;731;1144;26;448;1314;1018;756;501;659;830;1216;1357,0;0;0;0;0;0;0;0;0;0;0;0
8,190168,73063,31148,0,0,1,163,p;0;0;0;0;60;349;937;1154;1742;2166;1877;1715,0;0;0;0;0;0;0;0;0;0;0;0
9,225539,95423,39898,0,0,1,162,pk;384;1991;11;1349;1201;1425;914;755;720;576;367;307,0;0;0;0;0;0;0;0;0;0;0;0
10,250365,111904,50059,0,0,1,144,pn;5070;1587;1272;243;207;239;363;239;198;224;176;182,0;0;0;0;0;0;0;0;0;0;0;0
11,245575,116148,52796,0,0,1,160,r;56;2275;1933;2138;798;537;780;726;369;210;92;86,0;0;0;0;0;0;0;0;0;0;0;0
12,191566,91544,43260,0,0,1,160,y;0;0;0;80;556;1064;879;938;886;1085;2204;2308,0;0;0;0;0;0;0;0;0;0;0;0
13,126758,52349,28390,0,0,1,143,,0;0;0;0;0;0;0;0;0;0;0;0
14,77003,21807,14501,0,0,1,151,,0;0;0;0;0;0;0;0;0;0;0;0
15,72380,9640,9951,0,0,1,157,,3;0;0;0;0;0;0;0;0;0;0;0
16,78578,9039,11534,0,0,1,153,,675;0;0;0;0;0;0;0;0;0;0;0
17,69198,8783,13312,0,0,1,159,,1268;0;0;0;0;0;0;0;0;0;0;0
18,55627,7700,12467,0,0,1,143,,1017;755;0;0;0;0;0;0;0;0;0;0
19,52871,5491,9140,0,0,1,141,,528;536;0;0;0;0;0;0;0;0;0;0
20,43498,3022,5496,0,0,1,139,,848;312;0;0;0;0;0;0;0;0;0;0
21,30795,1386,4090,0,0,1,133,,1190;305;0;0;0;0;0;0;0;0;0;0
22,27370,873,3376,0,0,1,134,,984;379;0;0;0;0;0;0;0;0;0;0
23,23534,699,2991,0,0,1,132,,1230;523;241;0;0;0;0;0;0;0;0;0
24,21125,694,2541,0,0,1,144,,1052;1319;254;0;0;0;0;0;0;0;0;0
25,20921,671,2278,0,0,1,138,,635;1803;1513;202;0;0;0;0;0;0;0;0
26,23886,675,2376,0,0,1,127,,350;1853;1989;551;0;0;0;0;0;0;0;0
27,31312,715,2293,0,0,1,134,,153;1272;2053;887;84;0;0;0;0;0;0;0
28,31519,689,2012,0,0,1,135,,58;604;1733;1597;374;0;0;0;0;0;0;0
29,27882,525,1363,0,0,1,125,,9;237;1199;2132;714;0;0;0;0;0;0;0
30,26092,301,841,0,0,1,129,,0;80;605;1962;1229;205;0;0;0;0;0;0
31,26030,147,481,0,0,1,134,,0;20;298;1516;1651;424;184;0;0;0;0;0
32,26846,52,168,0,0,1,146,,0;2;89;742;1961;980;258;140;0;0;0;0
33,25427,31,52,0,0,1,142,,0;0;25;280;1754;1636;486;234;16;0;0;0
34,25055,21,6,0,0,1,130,,0;0;1;104;1238;2004;818;414;56;0;0;0
35,25381,51,10,0,0,1,122,,0;0;0;22;584;1969;1470;566;165;19;0;0
36,24975,68,6,0,0,1,121,,0;0;0;5;278;1423;1853;989;411;75;0;0
37,24790,117,9,0,0,1,114,,0;0;0;0;98;795;1953;1511;802;248;21;0
38,24299,164,8,17,3,1,124,,0;0;0;0;30;379;1462;1903;1383;563;121;17
39,23683,262,12,109,51,1,121,,0;0;0;0;3;140;891;1730;1959;1191;383;109
40,22430,372,12,368,210,1,120,,0;0;0;0;2;35;454;1317;2019;1794;897;368
41,20320,523,4,867,534,1,114,,0;0;0;0;0;7;142;769;1565;2089;1619;867
42,16882,581,4,1611,1026,1,120,,0;0;0;0;0;3;19;330;968;1842;2049;1611
43,12581,645,0,2070,1425,1,113,,0;0;0;0;0;0;9;65;465;1214;2060;2070
44,7961,501,1,2095,1510,1,127,,0;0;0;0;0;0;1;27;152;664;1517;2095
45,4227,257,0,1527,1140,1,120,,0;0;0;0;0;0;0;5;29;231;874;1527
46,1797,116,0,877,692,1,116,,0;0;0;0;0;0;0;0;8;53;335;877
47,584,43,0,335,271,1,108,,0;0;0;0;0;0;0;0;2;14;97;335
48,151,4,0,97,87,1,111,,0;0;0;0;0;0;0;0;0;3;20;97
49,34,3,0,20,15,1,119,,0;0;0;0;0;0;0;0;0;0;7;20
50,7,0,0,7,6,1,104,,0;0;0;0;0;0;0;0;0;0;0;7
51,0,0,0,0,0,0,0,0,0

