Depth,Partial Game States,Duplicate Game States,Dead End States,Solution States,Unique Solution States
Level,227
Seconds,269.6
Samples,10000
1,240000,0,0,0,0
2,143999,415,4127,0,0
3,81102,8657,9304,0,0
4,103240,21029,18869,0,0
5,152505,37232,24638,0,0
6,239881,84025,54923,0,0
7,288711,122545,56445,0,0
8,275311,124777,58312,0,0
9,249915,112113,54692,0,0
10,245667,111318,46618,0,0
11,212369,98010,45070,0,0
12,161538,71155,35650,0,0
13,133520,54145,30156,0,0
14,120448,43423,22552,0,0
15,108058,29687,13871,0,0
16,132206,29652,17566,0,0
17,152462,39930,28274,0,0
18,148988,46729,31085,0,0
19,131033,43796,24518,0,0
20,112965,38880,21075,0,0
21,97284,33481,20447,0,0
22,77955,23545,16410,0,0
23,61776,13579,11618,0,0
24,59587,7057,9110,0,0
25,45670,3659,7310,0,0
26,39870,1482,4744,0,0
27,35358,714,3466,0,0
28,37357,801,2715,0,0
29,39425,1138,2621,0,0
30,38836,1457,2774,0,0
31,35578,1678,2505,0,0
32,31039,1440,1709,0,0
33,29031,802,1017,0,0
34,29166,292,574,0,0
35,28636,100,240,0,0
36,27276,94,90,0,0
37,26545,108,52,0,0
38,26053,131,47,0,0
39,25901,200,27,9,3
40,25964,359,13,94,48
41,25523,521,2,388,233
42,24330,870,1,904,593
43,21227,1062,1,1693,1287
44,15840,1045,0,2329,1853
45,9624,747,0,2178,1894
46,4464,375,0,1473,1334
47,1609,157,0,646,605
48,430,39,0,231,222
49,69,3,0,47,45
50,16,3,0,5,5
51,4,0,0,2,2
52,4,1,0,0,0
53,1,0,0,1,1

