Depth,Partial Game States,Duplicate Game States,Dead End States,Solutions,Unique Solutions
Level,249
Seconds,2.0
Samples,100
1,2400,0,0,0,0
2,1307,0,17,0,0
3,780,86,124,0,0
4,922,211,156,0,0
5,1157,264,167,0,0
6,1162,319,249,0,0
7,1117,399,242,0,0
8,993,279,160,0,0
9,803,157,142,0,0
10,774,167,160,0,0
11,991,181,220,0,0
12,1295,261,256,0,0
13,1441,337,285,0,0
14,1455,391,265,0,0
15,1288,329,230,0,0
16,1169,271,218,0,0
17,970,185,129,0,0
18,864,151,134,0,0
19,893,129,132,0,0
20,933,122,173,0,0
21,961,137,224,0,0
22,901,110,213,0,0
23,880,121,188,0,0
24,773,106,126,0,0
25,611,85,138,0,0
26,497,57,90,0,0
27,372,14,36,0,0
28,361,16,80,0,0
29,330,20,29,0,0
30,335,21,19,0,0
31,259,15,15,0,0
32,280,10,16,0,0
33,272,9,10,0,0
34,251,5,8,0,0
35,247,6,8,0,0
36,262,5,3,0,0
37,241,3,2,0,0
38,252,4,0,0,0
39,237,3,0,4,4
40,243,10,0,12,12
41,199,7,0,20,19
42,158,8,0,15,15
43,98,6,0,24,24
44,50,4,0,11,11
45,37,4,0,5,5
46,9,0,0,9,9
47,0,0,0,0,0

