Depth,Partial Game States,Duplicate Game States,Dead End States,Solutions,Unique Solutions,Longest Solves (s),Unique Sol Distribution,Color Completion Data,Depth Completion Data
Level,627
Num Vials,14
Num colors,12
Seconds,85.9
Samples,200
Solver Version,1
Analyzer Version,5
Extra Data Length,14
Max Solution Seconds,3
1,2400,0,0,0,0,3,1,b;0;5;1;4;0;0;0;1;2;0;0;1,0;0;0;0;0;0;0;0;0;0;0;0
2,2860,0,42,0,0,1,1,br;0;1;1;1;0;2;4;1;0;1;0;3,0;0;0;0;0;0;0;0;0;0;0;0
3,2043,271,320,0,0,0,1,g;0;0;0;0;1;2;1;2;1;0;6;1,0;0;0;0;0;0;0;0;0;0;0;0
4,2843,831,486,0,0,0,1,gn;6;0;0;1;4;0;0;1;1;1;0;0,0;0;0;0;0;0;0;0;0;0;0;0
5,3679,1233,632,0,0,0,1,lb;0;0;1;2;1;4;2;2;2;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0
6,5139,1978,889,0,0,0,1,m;0;2;7;2;0;0;1;1;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0;0
7,7363,2924,1459,0,0,0,1,o;0;0;1;0;0;2;2;0;1;3;2;3,0;0;0;0;0;0;0;0;0;0;0;0
8,9088,4040,1644,0,0,0,1,p;0;0;0;0;1;2;2;1;2;2;3;1,0;0;0;0;0;0;0;0;0;0;0;0
9,10928,5056,1849,0,0,0,1,pk;6;1;3;3;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0;0
10,13705,6053,2330,0,0,0,1,pn;2;5;0;0;5;0;0;1;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0;0
11,20018,9352,3343,0,0,0,1,r;0;0;0;1;1;1;0;3;4;3;1;0,2;0;0;0;0;0;0;0;0;0;0;0
12,29987,13945,5225,0,0,0,1,y;0;0;0;0;1;1;2;1;1;2;1;5,1;0;0;0;0;0;0;0;0;0;0;0
13,41539,19959,7204,0,0,0,1,,0;0;0;0;0;0;0;0;0;0;0;0
14,51634,25188,9300,0,0,0,1,,0;0;0;0;0;0;0;0;0;0;0;0
15,60836,29938,11329,0,0,0,0,,3;0;0;0;0;0;0;0;0;0;0;0
16,65267,32680,12269,0,0,0,0,,2;0;0;0;0;0;0;0;0;0;0;0
17,66115,33043,12406,0,0,0,0,,2;1;0;0;0;0;0;0;0;0;0;0
18,66143,32176,12829,0,0,0,0,,2;2;0;0;0;0;0;0;0;0;0;0
19,64565,31043,12729,0,0,0,0,,1;3;0;0;0;0;0;0;0;0;0;0
20,61103,28969,12615,0,0,0,0,,1;2;1;0;0;0;0;0;0;0;0;0
21,54282,24917,12375,0,0,0,0,,0;2;1;0;0;0;0;0;0;0;0;0
22,46253,20547,11450,0,0,0,0,,0;1;3;1;0;0;0;0;0;0;0;0
23,38737,16651,9523,0,0,0,0,,0;2;2;2;0;0;0;0;0;0;0;0
24,31820,13389,7142,0,0,0,0,,0;1;0;1;0;0;0;0;0;0;0;0
25,25494,10997,4772,0,0,0,0,,0;0;5;2;0;0;0;0;0;0;0;0
26,19888,8770,3272,0,0,0,0,,0;0;1;4;2;0;0;0;0;0;0;0
27,14978,6620,2728,0,0,0,0,,0;0;1;1;2;0;0;0;0;0;0;0
28,10587,4759,2192,0,0,0,0,,0;0;0;3;5;0;0;0;0;0;0;0
29,6822,3001,1700,0,0,0,0,,0;0;0;0;3;0;0;0;0;0;0;0
30,3699,1526,1063,0,0,0,0,,0;0;0;0;2;5;0;0;0;0;0;0
31,1602,544,427,0,0,0,0,,0;0;0;0;0;6;3;0;0;0;0;0
32,836,138,119,0,0,0,0,,0;0;0;0;0;1;3;0;0;0;0;0
33,584,25,20,0,0,0,0,,0;0;0;0;0;2;5;3;0;0;0;0
34,533,5,7,0,0,0,0,,0;0;0;0;0;0;3;4;3;0;0;0
35,495,0,1,0,0,0,0,,0;0;0;0;0;0;0;4;2;0;0;0
36,496,0,1,0,0,0,0,,0;0;0;0;0;0;0;3;2;3;0;0
37,465,0,0,0,0,0,0,,0;0;0;0;0;0;0;0;6;3;0;0
38,443,0,0,0,0,0,0,,0;0;0;0;0;0;0;0;1;7;4;0
39,461,0,1,2,2,0,0,,0;0;0;0;0;0;0;0;0;1;7;2
40,319,0,0,9,9,0,0,,0;0;0;0;0;0;0;0;0;0;2;9
41,62,0,0,2,2,0,0,,0;0;0;0;0;0;0;0;0;0;1;2
42,9,0,0,1,1,0,0,,0;0;0;0;0;0;0;0;0;0;0;1
43,0,0,0,0,0,0,0,0,0

