Depth,Partial Game States,Duplicate Game States,Dead End States,Solutions,Unique Solutions
Level,246
Seconds,9.8
Samples,10
1,180,0,0,0,0
2,98,0,0,0,0
3,49,2,1,0,0
4,55,5,5,0,0
5,53,6,5,0,0
6,44,5,8,0,0
7,29,4,10,0,0
8,28,0,0,0,0
9,19,0,0,0,0
10,15,0,0,0,0
11,21,0,0,0,0
12,15,0,0,0,0
13,40,0,0,0,0
14,37,1,0,0,0
15,55,4,0,0,0
16,91,10,4,0,0
17,143,29,7,0,0
18,246,55,16,0,0
19,440,132,25,0,0
20,783,240,49,0,0
21,1465,497,84,0,0
22,2776,1030,161,0,0
23,5120,2071,304,0,0
24,9133,4025,511,0,0
25,15286,7342,999,1,1
26,23247,11895,1910,2,2
27,32897,18042,4123,3,2
28,42271,24936,7706,2,2
29,44901,28763,9846,2,2
30,34252,23941,7834,0,0
31,14959,11591,2964,0,0
32,2402,1925,466,0,0
33,80,68,12,0,0
34,0,0,0,0,0

