Depth,Partial Game States,Duplicate Game States,Dead End States,Solutions,Unique Solutions
Level,246
Seconds,140.3
Samples,100
1,1800,0,0,0,0
2,1001,0,8,0,0
3,435,19,5,0,0
4,501,30,34,0,0
5,521,42,36,0,0
6,464,48,66,0,0
7,351,37,68,0,0
8,282,28,19,0,0
9,271,26,11,0,0
10,216,28,13,0,0
11,235,27,14,0,0
12,236,19,15,0,0
13,370,48,14,0,0
14,413,96,29,0,0
15,495,139,30,0,0
16,687,191,47,0,0
17,913,289,76,0,0
18,1336,406,98,0,0
19,1877,597,136,0,0
20,2849,922,188,0,0
21,4907,1620,324,0,0
22,8756,3154,551,0,0
23,15935,6060,977,0,0
24,28806,11608,1674,1,1
25,50752,21567,3184,4,2
26,86688,39121,5892,19,12
27,139692,67034,10243,31,27
28,212952,107164,19019,27,26
29,304616,161496,32859,15,11
30,401508,223198,52264,2,2
31,485180,282616,78388,1,1
32,530452,324940,106631,0,0
33,491523,322651,109648,0,0
34,334873,237963,73801,0,0
35,141856,108267,28377,0,0
36,31092,24500,6119,0,0
37,2658,2110,542,0,0
38,32,24,8,0,0
39,0,0,0,0,0

