Depth,Partial Game States,Duplicate Game States,Dead End States,Solutions,Unique Solutions
Level,248
Seconds,41.8
Samples,10000
1,180000,0,0,0,0
2,105366,0,287,0,0
3,49124,1571,373,0,0
4,49461,1322,2490,0,0
5,48936,1899,2308,0,0
6,41938,462,1389,0,0
7,47967,298,1648,0,0
8,41354,472,1500,0,0
9,44344,537,2254,0,0
10,39452,1124,1336,0,0
11,35880,363,302,0,0
12,35632,326,208,0,0
13,35611,355,611,0,0
14,33723,365,815,0,0
15,31059,306,671,0,0
16,30498,291,648,0,0
17,31107,302,640,0,0
18,30340,269,585,0,0
19,29626,226,541,0,0
20,28402,160,392,0,0
21,27891,150,224,0,0
22,27753,206,87,0,0
23,27672,263,22,0,0
24,27968,349,4,0,0
25,28403,426,1,0,0
26,28954,564,0,32,1
27,28602,799,0,283,37
28,26732,1059,0,1027,231
29,22112,1221,0,1991,664
30,15228,1081,0,2580,1073
31,8417,738,0,2129,1090
32,3477,331,0,1296,773
33,1070,106,0,493,332
34,264,25,0,131,95
35,58,5,0,31,26
36,8,0,0,6,4
37,4,1,0,0,0
38,1,0,0,1,1
39,0,0,0,0,0

